name,id,url,source,download_format,sf_compatible,browser_compatible,spatial_filtering,temporal_filtering,NEW_PROVIDER,NEW_PROVIDER_TYPE,provider_name,provider_type,environment,spatial_filtering_clean,temporal_filtering_clean,sf_compatible_clean,Cefas_holding_id_name,Cefas_holding_ID,Second level,Third Level,Fourth Level,Unnamed: 22,spatial_filter_type,epsg_code
National Nature Reserves (England),caba_national_nature_reserves,https://services.arcgis.com/JJzESW51TqeY9uat/arcgis/rest/services/National_Nature_Reserves_England/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/Defra::national-nature-reserves-england/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,UK Government,Freshwater,No,No,Yes,,,Biodiversity & Nature,Protected Areas,,,,
National Seagrass Layer,caba_national_seagrass,https://services.arcgis.com/JJzESW51TqeY9uat/arcgis/rest/services/National_Seagrass_Layer_England_Current_Extent_2024/FeatureServer/0?f=pjson,https://data.catchmentbasedapproach.org/maps/64b067d54ac04f589bed6acda8867d31/about,json,F,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Coastal,No,No,No,,,Biodiversity & Nature,Native Species & Habitats,,,,
Native Oyster Bed Potential areas,caba_caba_oyster_potential,https://services-eu1.arcgis.com/KB6uNVj5ZcJr7jUP/arcgis/rest/services/NativeOysterBedPotential/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/maps/Defra::aquaculture/about,geojson,T,T,T,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Coastal,Yes,No,Yes,,,Land & Coastal Management,Aquaculture,,,,
Native Oyster Cultivation,caba_native_oyster_cultivation,https://services.arcgis.com/JJzESW51TqeY9uat/arcgis/rest/services/Aquaculture/FeatureServer/8/query?where=1%3D1&geometry={xmin}%2C{ymin}%2C{xmax}%2C{ymax}&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outFields=*&returnGeometry=true&f=geojson,https://data.catchmentbasedapproach.org/maps/Defra::aquaculture/about,geojson,T,T,T,F,CABA,Non-Government Organisation,CaBA,UK Government,Coastal,Yes,No,Yes,,,Land & Coastal Management,Aquaculture,,,,
Native Oyster Cultivation (S-AQ-1),caba_native_oyster_cultivation_aq,https://services.arcgis.com/JJzESW51TqeY9uat/arcgis/rest/services/Aquaculture/FeatureServer/1/query?where=1%3D1&geometry={xmin}%2C{ymin}%2C{xmax}%2C{ymax}&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outFields=*&returnGeometry=true&f=geojson,https://data.catchmentbasedapproach.org/maps/Defra::aquaculture/about,geojson,T,T,T,F,CABA,Non-Government Organisation,CaBA,UK Government,Coastal,Yes,No,Yes,,,Land & Coastal Management,Aquaculture,,,,
Neptune Coastline Campaign Land Use 1965,caba_coastal_landuse_1965,https://services-eu1.arcgis.com/NPIbx47lsIiu2pqz/arcgis/rest/services/Neptune_Coastline_Campaign_Open_Data_Land_Use_1965/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/National-Trust::neptune-coastline-campaign-open-data-national-trust-england-wales-and-northern-ireland-land-use-1965/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Coastal,No,No,Yes,,,Land & Coastal Management,,,,,
Neptune Coastline Campaign Land Use 2014,caba_coastal_landuse_2014,https://services-eu1.arcgis.com/NPIbx47lsIiu2pqz/arcgis/rest/services/Neptune_Coastline_Campaign_Open_Data_Land_Use_2014/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/National-Trust::neptune-coastline-campaign-open-data-land-use-2014/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Coastal,No,No,Yes,,,Land & Coastal Management,,,,,
New Zealand Pigmyweed (Crassula helmsii) occurrences points,caba_nz_pigmyweed_occurrences_points,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/NBNatlas_occurrences_NewZealandPigmyweed_view/FeatureServer/1?f=pjson,https://www.arcgis.com/home/item.html?id=5e95a7c2b3734e8ca1fbac3265b9c0a5,json,F,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Terrestrial,No,No,Yes,,,Biodiversity & Nature,Invasive Species,,,,
New Zealand Pigmyweed (Crassula helmsii) occurrences polygons,caba_nz_pigmyweed_occurrences_polygons,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/NBNatlas_occurrences_NewZealandPigmyweed_view/FeatureServer/0?f=pjson,https://www.arcgis.com/home/item.html?id=5e95a7c2b3734e8ca1fbac3265b9c0a5&sublayer=0,json,F,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Terrestrial,No,No,Yes,,,Biodiversity & Nature,Invasive Species,,,,
Nitrates Sensitive Areas,caba_nitrates_areas,https://services-eu1.arcgis.com/KB6uNVj5ZcJr7jUP/arcgis/rest/services/SensitiveAreasNitratesRivers/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/defra-open::sensitive-areas-nitrates/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Water Quality & Pollution,Senstive Areas,,,,
Open River Network with CaBA ID,caba_open_river_network,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/OpenRiverNetwork_CaBA_ID/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::open-river-network-orn-with-caba-id/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Catchment Planning & Reference,,,,,
Optimum sites of aquaculture potential (AQ1),optimum_aquaculture_potential,https://services.arcgis.com/JJzESW51TqeY9uat/arcgis/rest/services/Aquaculture/FeatureServer/21/query?where=1%3D1&geometry={xmin}%2C{ymin}%2C{xmax}%2C{ymax}&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outFields=*&returnGeometry=true&f=geojson,https://data.catchmentbasedapproach.org/maps/Defra::aquaculture/about,geojson,T,T,T,F,CABA,Non-Government Organisation,CaBA,UK Government,Coastal,Yes,No,Yes,,,Land & Coastal Management,Aquaculture,,,,
Pacific Oyster Cultivation,caba_pacific_oyster_cultivation,https://services.arcgis.com/JJzESW51TqeY9uat/arcgis/rest/services/Aquaculture/FeatureServer/9/query?where=1%3D1&geometry={xmin}%2C{ymin}%2C{xmax}%2C{ymax}&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outFields=*&returnGeometry=true&f=geojson,https://data.catchmentbasedapproach.org/maps/Defra::aquaculture/about,geojson,T,T,T,F,CABA,Non-Government Organisation,CaBA,UK Government,Coastal,Yes,No,Yes,,,Land & Coastal Management,Aquaculture,,,,
Pacific Oyster Cultivation (S-AQ-1),caba_pacific_oyster_cultivation_aq,https://services.arcgis.com/JJzESW51TqeY9uat/arcgis/rest/services/Aquaculture/FeatureServer/2/query?where=1%3D1&geometry={xmin}%2C{ymin}%2C{xmax}%2C{ymax}&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outFields=*&returnGeometry=true&f=geojson,https://data.catchmentbasedapproach.org/maps/Defra::aquaculture/about,geojson,T,T,T,F,CABA,Non-Government Organisation,CaBA,UK Government,Coastal,Yes,No,Yes,,,Land & Coastal Management,Aquaculture,,,,
Principal Salmon Rivers of England and Wales,caba_salmon_rivers,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/Principal_Salmon_Rivers_of_England_and_Wales/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::principal-salmon-rivers-of-england-and-wales/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Biodiversity & Nature,Native Species & Habitats,,,,
Risk of Flooding from Surface Water Extents,caba_risk_of_flooding_extents,https://services1.arcgis.com/JZM7qJpmv7vJ0Hzx/arcgis/rest/services/Risk_of_Flooding_from_Surface_Water_Extents/FeatureServer?f=pjson,https://data.catchmentbasedapproach.org/maps/d6f09fb2ecd147789ec59545800fdce0,json,F,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,No,,,Hydrology & Flooding,,,,,
River Barriers,caba_barrier_gb,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/AMBER_Barrier_Atlas_GB/FeatureServer/3/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::amber-barrier-atlas-gb/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Hydrology & Flooding,,,,,
River Canal and SWT Waterbody Classifications,caba_waterbody_classifications,https://services-eu1.arcgis.com/KB6uNVj5ZcJr7jUP/arcgis/rest/services/WFDRiverCanalAndSWTWaterBodiesCycle22019/FeatureServer/0/query?where=1%3D1&outFields=*&geometry=&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outSR=4326&f=json,https://data.catchmentbasedapproach.org/datasets/theriverstrust::wfd-river-canal-and-swt-waterbody-classifications-2019/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Catchment Planning & Reference,,,,,
River Obstacles,caba_river_obstacles,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/River_Obstacles_view2/FeatureServer/0/query?where=1%3D1&outFields=*&geometry=&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outSR=4326&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::river-obstacles-3/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Hydrology & Flooding,,,,,
Riverfly Monitoring Targets and Triggers,caba_riverfly_monitoring_targets,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/Riverfly_Monitoring_Initiative_RICT_Model_44_Targets_and_Triggers/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::riverfly-monitoring-initiative-rict-model-44-targets-and-triggers/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Biodiversity & Nature,Native Species & Habitats,,,,
Riverfly Survey Sites,caba_riverfly_survey_sites,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/RiverflyPartnershipSitesDec2016/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::riverfly-partnership-survey-sites/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Biodiversity & Nature,Native Species & Habitats,,,,
Rivers Trusts Boundaries,caba_river_trusts_boundary,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/Rivers_Trusts_England_Wales_Ireland_June_2019/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::rivers-trusts-in-england-wales-scotland-and-all-ireland/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Catchment Planning & Reference,,,,,
SAGIS Mean River Phosphate concentration mg/L All Sources -  points,caba_river_phosphate_points,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/SAGIS_Phosphorous_River_concentration_mgl/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::sagis-river-phosphate-concentration-from-all-point-sources/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Water Quality & Pollution,Nutrient Modeling,,,,
SAGIS Mean River Phosphate concentration mg/L All Sources - charts,caba_river_phosphate_charts,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/SAGIS_River_Concentration_from_All_Sources_chart_symbology/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::sagis-river-concentration-from-all-sources-chart-symbology/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Water Quality & Pollution,Nutrient Modeling,,,,
SAGIS Mean River Phosphate concentration mg/L from Arable and Livestock Farming,caba_river_phosphate_arable_livestock,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/SAGIS_River_Concentration_Arable_and_Livestock_Farming/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::sagis-river-concentration-from-arable-and-livestock-farming/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Water Quality & Pollution,Nutrient Modeling,,,,
SAGIS Mean River Phosphate concentration mg/L from Diffuse sources,caba_river_phosphate_diffuse,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/SAGIS_River_Concentration_from_Diffuse_sources/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/maps/6b42bc2cc8b24bf295dc46a8dcb6ae8c,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Water Quality & Pollution,Nutrient Modeling,,,,
SAGIS Mean River Phosphate concentration mg/L from Highways,caba_river_phosphate_highways,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/SAGIS_River_Concentration_from_Highways/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::sagis-river-concentration-from-highways/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Water Quality & Pollution,Nutrient Modeling,,,,
SAGIS Mean River Phosphate concentration mg/L from Industrial Discharges,caba_river_phosphate_industrial_discharge,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/SAGIS_River_Concentration_from_Industrial_Discharges/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::sagis-river-concentration-from-industrial-discharges/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Water Quality & Pollution,Nutrient Modeling,,,,
SAGIS Mean River Phosphate concentration mg/L from Intermittent Discharges,caba_river_phosphate_intermittent_discharges,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/SAGIS_River_Concentration_from_Intermittent_Discharges/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::sagis-river-concentration-from-intermittent-discharges/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Water Quality & Pollution,Nutrient Modeling,,,,
SAGIS Mean River Phosphate concentration mg/L from Other Sources,caba_river_phosphate_other_sources,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/SAGIS_River_Concentration_from_Other_Sources_(backgound)/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::sagis-river-concentration-from-other-sources-background/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Water Quality & Pollution,Nutrient Modeling,,,,
SAGIS Mean River Phosphate concentration mg/L from Septic Tanks,caba_river_phosphate_septic_tanks,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/SAGIS_River_Concentration_from_Septic_tanks/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::sagis-river-concentration-from-septic-tanks/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Water Quality & Pollution,Nutrient Modeling,,,,
SAGIS Mean River Phosphate concentration mg/L from Sewage Treatment Works,caba_river_phosphate_sewage_works,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/SAGIS_River_Concentration_from_Sewage_Treatment_Works/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/91b37f01c54d4a98bb65e1f223ff5103_0/explore?location=52.785546%2C-2.071715%2C6.80,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Water Quality & Pollution,Nutrient Modeling,,,,
SAGIS Mean River Phosphate concentration mg/L from Urban run off,caba_river_phosphate_urban_runoff,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/SAGIS_River_Concentration_from_Urban_run_off/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::sagis-river-concentration-from-urban-run-off/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Water Quality & Pollution,Nutrient Modeling,,,,
SEPARATE - All sources of Nitrate,separate_nitrate_sources,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/All_sources_of_Nitrate__SEPERATE_/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::separate-all-sources-of-nitrate/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Water Quality & Pollution,Nutrient Modeling,,,,
SEPARATE - All sources of Phosphorus,separate_phosphate_sources,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/All_sources_of_P__SEPERATE_/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::separate-all-sources-of-phosphorus/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Water Quality & Pollution,Nutrient Modeling,,,,
SEPARATE - All sources of Sediment,separate_sediment_sources,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/All_sources_of_Sediment__SEPERATE_/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::separate-all-sources-of-sediment/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Water Quality & Pollution,Nutrient Modeling,,,,
SEPARATE - Dissolved phosphorus to rivers in England and Wales,separate_dissovled_phosphate,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/Source_apportionment_of_annual_dissolved_phosphorus_to_rivers_in_England_and_Wales/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/maps/20c3187dae7741e1ad8ee2f9547d0e98,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Freshwater,No,No,Yes,,,Water Quality & Pollution,Nutrient Modeling,,,,
Shellfish Protected Waters 2021,shellfish_protected_waters,https://services1.arcgis.com/JZM7qJpmv7vJ0Hzx/ArcGIS/rest/services/Shellfish_Waters/FeatureServer/15?f=pjson,https://theriverstrust.maps.arcgis.com/home/item.html?id=c0ed3950cad84c51befbf00553866c7a,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Coastal,No,No,Yes,,,Biodiversity & Nature,Protected Areas,,,,
Shellfisheries and associated catchments,shellfish_and_catchments,https://services3.arcgis.com/Bb8lfThdhugyc4G3/arcgis/rest/services/Shellfisheries_and_associated_catchments/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,https://data.catchmentbasedapproach.org/datasets/theriverstrust::shellfisheries-and-associated-catchments/about,geojson,T,T,F,F,CABA,Non-Government Organisation,CaBA,NGO/Charity,Coastal,No,No,Yes,,,Land & Coastal Management,,,,,
